,date,TWTR_close,TWTR_STD
60,2022-03-21 11:10:00,37.46,0.2593914455899751
61,2022-03-21 11:15:00,37.69,0.2792956469565811
62,2022-03-21 11:20:00,37.77,0.27946203338891557
63,2022-03-21 11:25:00,37.76,0.2879533678310828
64,2022-03-21 11:30:00,37.79,0.2582960298087494
65,2022-03-22 10:25:00,38.91,0.4094398257485154
66,2022-03-22 10:30:00,38.89,0.36153142451103903
67,2022-03-22 10:35:00,38.905,0.28065902098543444
68,2022-03-24 10:05:00,38.965,0.22514598143074366
69,2022-03-24 10:10:00,38.815,0.24490350774525546
70,2022-03-24 10:15:00,38.68,0.236924327997025
71,2022-03-24 10:20:00,38.45,0.22058002241307387
72,2022-03-24 10:25:00,38.36,0.2180201219164865
73,2022-03-24 10:30:00,38.38,0.2147641079075559
74,2022-03-24 10:35:00,38.49,0.21279717384599742
75,2022-03-24 10:40:00,38.415,0.2023780985497239
76,2022-03-25 10:00:00,38.25,0.24996877062501374
77,2022-03-25 10:05:00,38.15,0.29993071156905304
78,2022-03-25 10:10:00,37.99,0.3575319543886609
79,2022-03-25 10:15:00,38.035,0.3880526849382113
80,2022-03-25 10:20:00,38.015,0.3968568838860477
81,2022-03-25 10:25:00,38.25,0.39191253072883947
82,2022-03-25 10:30:00,38.1,0.37700840949928804
83,2022-03-28 09:55:00,39.13,0.23237370307052685
84,2022-03-28 10:00:00,39.06,0.25737714044602217
85,2022-03-28 10:05:00,38.76,0.25541521453921656
86,2022-03-28 10:10:00,38.675,0.25308550477498015
87,2022-03-28 10:15:00,38.68,0.2504616948876534
88,2022-03-29 10:00:00,39.8,0.1966576782745052
89,2022-03-30 10:25:00,40.05,0.2034771618116768
90,2022-03-30 11:00:00,39.47,0.21698345140114209
91,2022-03-30 11:05:00,39.37,0.2544274618304038
92,2022-03-30 11:10:00,39.18,0.3096283206843651
93,2022-04-01 10:05:00,39.56,0.3251821842516242
94,2022-04-01 10:10:00,39.47,0.2950382844959455
95,2022-04-01 10:15:00,39.6,0.25309154814527757
96,2022-04-04 10:10:00,47.125,0.46680625231495115
97,2022-04-04 10:15:00,47.665,0.46557772998165325
98,2022-04-04 10:20:00,47.85,0.42348809677415655
99,2022-04-04 10:25:00,48.29,0.41189552763431714
100,2022-04-05 09:55:00,52.325,0.6677071783844286
101,2022-04-05 10:00:00,52.82,0.7064106220713073
102,2022-04-05 10:05:00,52.92,0.7339989866680311
103,2022-04-05 10:10:00,51.6599,0.8863561228965997
104,2022-04-05 10:15:00,51.92,0.8617558419538948
105,2022-04-05 10:20:00,52.04,0.8092804384830361
106,2022-04-05 10:25:00,52.4372,0.6815100138811832
107,2022-04-05 10:30:00,52.45,0.5970882927367787
108,2022-04-05 10:35:00,51.94,0.557871948695627
109,2022-04-05 10:40:00,51.38,0.5806985127039246
110,2022-04-05 10:45:00,51.6401,0.5489613007325366
111,2022-04-05 10:50:00,51.94,0.47503592751411616
112,2022-04-05 10:55:00,52.3242,0.47500500827227277
113,2022-04-06 10:00:00,50.105,0.24549643521037526
114,2022-04-06 10:05:00,49.7988,0.24650649079492917
115,2022-04-06 10:10:00,50.195,0.26010319048603564
116,2022-04-06 10:15:00,50.3902,0.29207283909565784
117,2022-04-06 10:20:00,50.635,0.351013346035442
118,2022-04-06 10:25:00,50.6387,0.3892716208212816
119,2022-04-06 10:30:00,50.7001,0.43262359313548204
120,2022-04-06 10:35:00,51.26,0.5100877426048329
121,2022-04-06 14:15:00,50.6,0.2676835721094083
122,2022-04-06 14:20:00,50.4091,0.3309505359977971
123,2022-04-06 14:25:00,50.56,0.3512817435304809
124,2022-04-06 14:30:00,50.61,0.3654515882272242
125,2022-04-06 14:35:00,51.138,0.36997364771625674
126,2022-04-06 14:40:00,50.8201,0.37153072664021225
127,2022-04-06 14:45:00,50.95,0.36660610385433084
128,2022-04-06 14:50:00,50.815,0.33563845391562214
129,2022-04-06 14:55:00,50.93,0.3181337467760507
130,2022-04-06 15:00:00,51.2532,0.33020548653493403
131,2022-04-06 15:05:00,51.305,0.2824480719313974
132,2022-04-06 15:10:00,50.8625,0.2811622160726047
133,2022-04-06 15:15:00,50.815,0.2701096481984593
134,2022-04-07 10:10:00,49.6401,0.5058249343861618
135,2022-04-07 10:15:00,49.7,0.5492964513989429
136,2022-04-07 10:20:00,49.6,0.5877443761931893
137,2022-04-07 10:25:00,49.525,0.6230279775721221
138,2022-04-07 10:45:00,48.875,0.4411621294647059
139,2022-04-07 10:50:00,48.5301,0.5193103360762418
140,2022-04-07 10:55:00,48.57,0.4855669111003971
141,2022-04-07 11:55:00,47.18,0.42144381154735605
142,2022-04-07 12:00:00,47.6085,0.3366316420479636
143,2022-04-08 10:00:00,46.8301,0.4511665032335162
144,2022-04-08 10:05:00,46.7327,0.4895606758945952
145,2022-04-08 10:10:00,46.9055,0.5152969970367465
146,2022-04-08 10:15:00,46.78,0.5465818533648954
147,2022-04-08 10:35:00,46.925,0.5617329870956388
148,2022-04-08 10:40:00,46.99,0.46350614752271785
149,2022-04-08 11:00:00,46.72,0.24432084516501923
