,date,TWTR_close,TWTR_STD
0,2022-03-14 10:05:00,33.07,0.2949601924862221
1,2022-03-14 10:10:00,33.52,0.3188818057848403
2,2022-03-14 10:15:00,33.67,0.35526451946102605
3,2022-03-14 10:20:00,33.57,0.35800901461478607
4,2022-03-15 10:20:00,34.19,0.3411477952175306
5,2022-03-15 10:25:00,34.26,0.3740766409885731
6,2022-03-15 10:35:00,34.04,0.3836546742721436
7,2022-03-16 09:50:00,35.22,0.20495380115032127
8,2022-03-16 09:55:00,35.255,0.23588445746303455
9,2022-03-16 10:00:00,35.0253,0.23498583113293314
10,2022-03-16 10:05:00,34.98,0.2324862816087542
11,2022-03-16 10:10:00,34.96,0.21224569435592194
12,2022-03-16 10:40:00,35.492,0.20460471479923062
13,2022-03-16 10:45:00,35.36,0.2056736490757488
14,2022-03-16 10:50:00,35.18,0.20551490748084825
15,2022-03-16 10:55:00,35.225,0.20482512478286496
16,2022-03-16 11:00:00,35.28,0.19969406525197766
17,2022-03-16 14:35:00,34.41,0.1976849919961508
18,2022-03-16 14:45:00,34.98,0.20908304497706579
19,2022-03-16 14:50:00,35.04,0.2199276740614821
20,2022-03-16 14:55:00,35.16,0.24900103443846455
21,2022-03-16 15:00:00,35.14,0.2722159347860157
22,2022-03-16 15:05:00,35.175,0.29931329233698195
23,2022-03-16 15:10:00,35.17,0.31535303689467176
24,2022-03-16 15:15:00,35.305,0.3208189685881439
25,2022-03-16 15:20:00,35.4256,0.34835105029599184
26,2022-03-16 15:25:00,35.42,0.3377517911486682
27,2022-03-16 15:30:00,35.41,0.31358402237804733
28,2022-03-17 09:55:00,36.44,0.49023816560423283
29,2022-03-17 10:00:00,36.84,0.5986868622368491
30,2022-03-17 10:05:00,36.95,0.6701599457998059
31,2022-03-17 10:10:00,36.875,0.6883917389740617
32,2022-03-17 10:15:00,36.64,0.6515180559254083
33,2022-03-17 10:20:00,36.51,0.5776479778270958
34,2022-03-17 10:25:00,36.8958,0.5248055018505244
35,2022-03-17 10:30:00,37.045,0.45174531533165463
36,2022-03-17 10:35:00,37.13,0.38613235238770094
37,2022-03-17 10:40:00,36.93,0.3611098585252089
38,2022-03-17 10:45:00,36.8854,0.30851415209890953
39,2022-03-17 10:50:00,36.885,0.2052511979070501
40,2022-03-18 09:40:00,37.85,0.29801533860744167
41,2022-03-18 09:45:00,38.075,0.3697509885861843
42,2022-03-18 09:50:00,38.44,0.46759600172925764
43,2022-03-18 09:55:00,38.46,0.5311061552137344
44,2022-03-18 10:00:00,38.8,0.6270250511523294
45,2022-03-18 10:05:00,38.775,0.6575778255011071
46,2022-03-18 10:10:00,39.0294,0.6977149419549004
47,2022-03-18 10:15:00,38.92,0.6861994945259996
48,2022-03-18 10:20:00,38.72,0.6323888721994387
49,2022-03-18 10:25:00,38.62,0.4970528595143345
50,2022-03-18 10:30:00,38.58,0.4148071107042051
51,2022-03-21 09:55:00,36.92,0.3053273826663437
52,2022-03-21 10:00:00,36.98,0.32914806238152794
53,2022-03-21 10:05:00,36.93,0.3359256208256333
54,2022-03-21 10:10:00,36.82,0.35510641810819105
55,2022-03-21 10:15:00,36.775,0.3664593077576722
56,2022-03-21 10:20:00,36.73,0.3586179278586371
57,2022-03-21 10:55:00,37.23,0.21014449772487748
58,2022-03-21 11:00:00,37.35,0.23190547496335984
59,2022-03-21 11:05:00,37.4,0.2510149957788607
