time,open,high,low,close,volume
2022-04-08 19:50:00,106.31,106.31,106.3,106.3,400
2022-04-08 19:30:00,106.5,106.5,106.5,106.5,200
2022-04-08 18:55:00,106.3,106.3,106.3,106.3,200
2022-04-08 16:55:00,106.6,106.6,106.46,106.46,1641
2022-04-08 16:40:00,106.6,106.6,106.6,106.6,314
2022-04-08 16:35:00,106.42,106.6,106.42,106.6,221
2022-04-08 16:10:00,106.3004,106.3004,106.3004,106.3004,1231
2022-04-08 16:05:00,106.42,106.42,106.4,106.4,11672
2022-04-08 16:00:00,106.5,106.6,106.33,106.46,196884
2022-04-08 15:55:00,106.49,106.69,106.09,106.4996,75710
2022-04-08 15:50:00,106.59,106.71,106.275,106.46,61980
2022-04-08 15:45:00,106.45,106.645,106.42,106.645,26975
2022-04-08 15:40:00,106.49,106.57,106.3313,106.44,26978
2022-04-08 15:35:00,106.13,106.57,106.03,106.47,40023
2022-04-08 15:30:00,106.79,106.9,106.13,106.14,35969
2022-04-08 15:25:00,106.87,107.0581,106.62,106.82,14215
2022-04-08 15:20:00,107.38,107.38,106.9,106.9,35802
2022-04-08 15:15:00,106.49,107.53,106.46,107.48,29323
2022-04-08 15:10:00,106.55,106.64,106.27,106.49,17361
2022-04-08 15:05:00,106.63,106.635,106.2562,106.53,23008
2022-04-08 15:00:00,106.575,106.74,106.42,106.63,20778
2022-04-08 14:55:00,106.095,106.69,105.77,106.575,49731
2022-04-08 14:50:00,105.45,106.095,105.39,106.08,25376
2022-04-08 14:45:00,105.49,105.7,105.31,105.36,21253
2022-04-08 14:40:00,105.48,105.7,105.37,105.48,48196
2022-04-08 14:35:00,105.77,105.8089,105.45,105.5,26145
2022-04-08 14:30:00,105.94,105.995,105.72,105.7637,20012
2022-04-08 14:25:00,106.345,106.44,106.01,106.0752,32431
2022-04-08 14:20:00,106.31,106.38,106.14,106.34,15758
2022-04-08 14:15:00,106.235,106.36,106.14,106.33,35842
2022-04-08 14:10:00,106.01,106.3,105.97,106.23,29703
2022-04-08 14:05:00,106.46,106.46,105.95,106.02,25451
2022-04-08 14:00:00,106.48,106.67,106.44,106.465,31859
2022-04-08 13:55:00,106.62,106.76,106.49,106.55,49949
2022-04-08 13:50:00,106.51,106.75,106.485,106.7,31820
2022-04-08 13:45:00,106.31,106.51,106.21,106.44,51533
2022-04-08 13:40:00,106.81,106.89,106.27,106.31,35177
2022-04-08 13:35:00,107.06,107.15,106.81,106.88,23759
2022-04-08 13:30:00,107.59,107.62,106.94,107.005,36309
2022-04-08 13:25:00,107.84,108.03,107.52,107.6,26667
2022-04-08 13:20:00,107.56,107.93,107.56,107.93,12056
2022-04-08 13:15:00,107.85,107.88,107.47,107.63,29959
2022-04-08 13:10:00,107.95,108.075,107.59,107.85,36408
2022-04-08 13:05:00,108.0,108.0,107.59,107.99,16528
2022-04-08 13:00:00,107.9,108.14,107.78,108.0,19325
2022-04-08 12:55:00,107.8,108.185,107.765,107.96,23782
2022-04-08 12:50:00,108.0,108.165,107.68,107.76,23292
2022-04-08 12:45:00,108.16,108.315,107.97,108.0504,25790
2022-04-08 12:40:00,108.27,108.3,107.9,108.1737,68513
2022-04-08 12:35:00,108.35,108.35,107.91,108.1805,38946
2022-04-08 12:30:00,108.63,108.7875,108.39,108.39,59163
2022-04-08 12:25:00,108.42,108.9,108.35,108.6,76122
2022-04-08 12:20:00,108.18,108.57,108.07,108.4,46363
2022-04-08 12:15:00,107.825,108.44,107.825,108.275,37441
2022-04-08 12:10:00,107.59,107.97,107.42,107.84,37508
2022-04-08 12:05:00,108.05,108.24,107.53,107.58,74137
2022-04-08 12:00:00,108.09,108.3,107.93,107.965,21905
2022-04-08 11:55:00,107.96,108.21,107.67,108.07,30976
2022-04-08 11:50:00,107.53,108.09,107.43,108.01,65708
2022-04-08 11:45:00,107.68,107.74,107.36,107.5198,79895
2022-04-08 11:40:00,107.79,107.79,107.37,107.73,29859
2022-04-08 11:35:00,107.15,108.16,107.15,107.9,18463
