time,close,volume
2022-02-10 22:02:22.050,43966.62489167918,27435335764.10239
2022-02-10 23:01:53.442,43914.600337558084,27799928868.46909
2022-02-11 00:03:14.667,43628.13953235228,27877618433.98099
2022-02-11 01:00:43.906,43108.751810596215,28472185916.452694
2022-02-11 02:01:42.785,43267.73847876082,29593065694.62431
2022-02-11 06:02:18.459,42968.40928407489,29434653043.75379
2022-02-11 07:05:34.707,43289.075098545545,29727517369.285835
2022-02-11 08:09:27.010,43414.62733724796,29767333407.481007
2022-02-11 09:08:01.965,43195.68225071016,29862097343.51863
2022-02-11 10:02:27.046,43603.1102938022,30550517912.45873
2022-02-11 11:01:39.704,43542.86934391149,30218588078.40679
2022-02-11 12:01:28.380,43440.03387430179,29538326086.305004
2022-02-11 13:00:08.397,43639.441279266706,29370916386.018925
2022-02-11 14:00:19.245,43876.154544834906,27910802254.79184
2022-02-11 15:01:02.680,43792.6927015277,27087091285.121105
2022-02-11 17:00:58.916,43666.96468671421,23586671132.375294
2022-02-11 18:01:56.700,43502.21041694595,22848358733.11101
2022-02-11 19:00:32.701,42807.13968294542,22407491445.535187
2022-02-11 20:00:15.941,42863.37326890062,23475873675.7382
2022-02-11 21:01:02.764,42559.90489910634,23152134672.37348
2022-02-11 22:00:39.620,42669.86615586019,23387361247.953835
2022-02-11 23:00:15.415,42175.81308241298,23152808885.530384
2022-02-12 00:01:30.675,42445.38876793804,23279080009.72499
2022-02-12 01:00:28.431,42364.30337502501,22189761825.069622
2022-02-12 02:00:52.820,42498.402209606305,21286370004.34733
2022-02-12 03:01:48.603,42519.5546166974,20920381645.10676
2022-02-12 04:01:07.598,42382.93296316678,20716332526.535107
2022-02-12 05:01:57.081,42359.29285897257,20631184991.213867
2022-02-12 06:01:45.938,42328.741037181164,20345571458.73833
2022-02-12 07:01:16.776,42174.78986970601,20547614638.534744
2022-02-12 08:00:46.309,42190.83729020487,20914396098.586365
2022-02-12 09:02:06.435,42370.66886337162,20787593436.04779
2022-02-12 10:01:49.068,42496.67140770187,20367969752.438194
2022-02-12 11:01:47.557,42294.721936546135,20061629462.09992
2022-02-12 12:01:57.051,42409.76454432199,20355263771.57842
2022-02-12 13:00:08.466,42323.780648823595,19889439647.359932
2022-02-12 14:01:13.959,42236.40139474166,19607937812.031654
2022-02-12 15:00:59.817,42174.11248258615,19179892878.885944
2022-02-12 16:00:21.481,42168.54002104434,18483204316.494297
2022-02-12 17:02:08.943,42847.41289617221,19308475384.37707
2022-02-12 18:00:39.156,42762.09577850933,19164628314.803394
2022-02-12 19:01:29.315,42917.68951782456,18749170411.209465
