time,close,volume
2022-02-10 23:01:42.945,3115.423087722593,18525883081.054447
2022-02-11 00:01:05.284,3081.911501840844,18990367974.117947
2022-02-11 01:00:48.630,3039.508146356261,19290557232.846855
2022-02-11 02:01:35.923,3070.714639386204,20075070405.941917
2022-02-11 06:02:19.050,3056.7393833225856,20175611181.513973
2022-02-11 07:02:40.173,3079.980924554392,20060035140.816708
2022-02-11 08:09:27.066,3102.4199299202655,20270307530.454678
2022-02-11 09:12:11.480,3087.7222699634613,20664986941.607525
2022-02-11 10:02:13.258,3106.222645353671,20576490368.743034
2022-02-11 11:00:48.166,3110.1519395063115,20115784205.111813
2022-02-11 12:00:09.430,3094.0550128076593,19935137968.294468
2022-02-11 13:02:00.811,3107.2836508198257,19579805028.8642
2022-02-11 14:00:25.123,3127.2465386499302,18565196177.61749
2022-02-11 15:01:53.336,3106.9932581443095,17658565250.566357
2022-02-11 17:01:40.451,3097.3772396921586,15902295333.146124
2022-02-11 18:01:56.596,3083.965573924634,15592107380.77902
2022-02-11 19:00:34.817,3020.5923484340597,15105867443.765339
2022-02-11 20:01:35.576,3003.8261466883405,15644552024.378817
2022-02-11 21:01:39.561,2931.6241245444876,16114852952.718988
2022-02-11 22:00:48.733,2935.247478531455,16281864608.730263
2022-02-11 23:01:10.019,2891.619064882199,16282736483.051968
2022-02-12 00:00:39.969,2930.5631692063735,16560032290.708168
2022-02-12 01:00:26.022,2935.3709903734148,15699196782.927288
2022-02-12 02:00:30.458,2950.886952739468,15170589553.148514
2022-02-12 03:01:48.938,2960.1871358532935,15036527887.335926
2022-02-12 04:01:08.477,2941.8026891608874,14878084847.656643
2022-02-12 05:01:48.377,2941.573892446212,14830615541.333847
2022-02-12 06:01:45.780,2931.7397297323128,14644771212.110315
2022-02-12 07:01:07.723,2917.2022750477504,14716802056.316996
2022-02-12 08:01:54.963,2922.6794470990094,14723463164.800451
2022-02-12 09:01:57.703,2941.698371752952,14724326326.528027
2022-02-12 10:01:41.931,2941.3683994481626,14494324814.626205
2022-02-12 11:01:41.382,2909.2687368462457,14338626821.297684
2022-02-12 12:00:55.074,2930.6868966127945,14760796936.322538
2022-02-12 13:02:22.367,2916.318487019677,14470465790.567219
2022-02-12 14:00:33.875,2906.8622561331863,14430311570.397633
2022-02-12 15:00:14.326,2896.4245928943715,14274668519.467524
2022-02-12 16:01:56.077,2886.5355039510464,14236980110.849672
2022-02-12 17:00:26.935,2942.683779652586,14456414572.175747
2022-02-12 18:01:12.897,2940.612198680524,14436018907.29667
2022-02-12 19:01:53.173,2976.5838385065567,14256816619.288147
2022-02-12 20:02:02.591,2956.2828997898864,13103939040.382992
2022-02-12 21:01:51.055,2975.8265680513755,12180868525.710005
2022-02-12 22:01:38.256,2885.6266049709197,11962169388.020922
2022-02-12 23:01:54.445,2917.909001393182,11989062241.13566
2022-02-13 00:01:59.165,2918.0853674291184,11367427285.455873
2022-02-13 01:01:55.373,2937.2873788771617,11233513784.955626
2022-02-13 02:00:46.521,2925.6908420067443,11147137987.317585
2022-02-13 03:01:02.186,2928.7112756840615,11023553290.761578
2022-02-13 04:01:00.345,2929.161259926426,10869355985.806494
2022-02-13 05:01:59.889,2920.5681623875753,10869888598.324375
2022-02-13 06:00:06.399,2920.4811436273403,10873355883.638037
2022-02-13 07:01:01.852,2928.2102429117595,10640157017.632706
2022-02-13 08:01:36.047,2927.8693650942123,10393736143.0022
2022-02-13 09:00:53.807,2929.773554843759,10221974269.022001
2022-02-13 10:00:41.039,2922.6268512819415,10127437981.838406
2022-02-13 11:00:58.560,2936.967830079158,10162261718.868542
2022-02-13 12:00:39.129,2937.322192426097,9793355161.237331
2022-02-13 13:01:28.712,2940.1839504570967,9718029764.514732
2022-02-13 14:01:56.451,2944.358240289315,9658506982.851826
2022-02-13 15:01:43.906,2927.421143984123,9460014631.34018
2022-02-13 16:01:54.966,2929.859589121781,9181149281.810637
2022-02-13 17:00:19.468,2890.8108563571222,9164121934.763731
2022-02-13 18:01:14.873,2893.766493466995,9424502571.2922
2022-02-13 19:00:46.869,2855.6974076472525,9183580673.777357
2022-02-13 20:02:00.682,2861.4593727836223,9553928936.367916
2022-02-13 21:00:48.931,2896.0427375465683,9561863312.152924
2022-02-13 22:00:19.976,2887.9249909077466,9100307342.715069
2022-02-13 23:01:13.419,2902.549823763985,8902922688.355343
2022-02-14 00:02:06.135,2889.235678281073,9020562479.291342
2022-02-14 01:00:38.821,2874.537321636214,9009106612.656082
2022-02-14 02:01:10.312,2850.782920671487,9172551486.54777
2022-02-14 03:01:57.198,2852.491406288594,9409751197.934792
2022-02-14 04:01:15.738,2871.124944161532,9566207643.734009
2022-02-14 05:01:47.906,2868.9079820248553,9574299002.166985
2022-02-14 06:00:17.868,2856.785213031454,9559253326.423592
2022-02-14 07:00:04.487,2873.025278574681,9667256230.60365
2022-02-14 08:01:43.727,2882.1378378659274,9899754860.426603
2022-02-14 09:01:53.664,2867.401150675534,10082135875.608696
2022-02-14 10:00:01.957,2864.588946282947,10188374768.382616
2022-02-14 11:01:56.068,2876.0892269226238,10139289754.881996
2022-02-14 12:01:34.484,2878.923621771002,10116461087.162598
2022-02-14 13:01:02.453,2924.608504551864,10721961237.177517
2022-02-14 14:01:19.691,2943.016145395772,11278938018.464703
2022-02-14 15:00:48.863,2950.4847773456536,11602625138.679565
2022-02-14 16:02:42.273,2938.1163391229506,11971406733.419918
2022-02-14 17:01:52.935,2955.3865323265977,11793853240.15736
2022-02-14 18:01:58.360,2947.0844909800903,11769219956.383436
2022-02-14 19:02:00.366,2918.429519872577,11511673306.500761
2022-02-14 20:01:38.312,2888.9204575726685,11960496305.473314
2022-02-14 21:01:00.808,2900.866679263938,12013740671.784206
2022-02-14 22:02:03.492,2917.3027472384006,12025285404.135557
2022-02-14 23:00:24.458,2942.227219216135,12267773989.00737
2022-02-15 00:01:00.972,2935.6454998606846,12117644856.003006
2022-02-15 01:00:47.082,2922.4504498124443,11823726159.04777
2022-02-15 02:02:01.284,3017.647831876779,12656919063.38374
2022-02-15 03:01:20.404,3033.2307321854582,13314555639.04945
2022-02-15 04:02:00.574,3028.5350462209467,13010616136.402315
2022-02-15 05:02:14.120,3017.8042546737597,13035770336.213718
2022-02-15 06:01:42.345,3017.6036364737447,12964026086.866133
2022-02-15 07:01:30.786,3033.8086190574777,13038574441.45205
2022-02-15 08:05:52.402,3050.763203586354,13197195626.779188
2022-02-15 09:02:20.323,3079.3491023355405,13739467280.955343
2022-02-15 10:01:42.205,3095.9368522191994,13883024694.720968
2022-02-15 11:00:59.704,3108.9157817540145,14257208393.39894
2022-02-15 12:01:37.001,3104.1880642247106,14466848075.812054
2022-02-15 13:00:50.231,3111.827405022925,14279419828.274696
2022-02-15 14:01:02.710,3113.2910473936754,14062657664.575335
2022-02-15 15:01:50.843,3124.697684178341,14059649768.075367
2022-02-15 16:02:02.088,3125.056879688189,13988431193.614506
2022-02-15 17:01:34.746,3116.3784753309187,14102529584.946978
2022-02-15 18:00:18.757,3098.5131136646814,14124777793.988607
2022-02-15 19:01:57.729,3119.8600097024423,14357622512.79186
2022-02-15 20:01:46.204,3113.778763740989,13628541662.002218
2022-02-15 21:01:18.401,3113.279882690959,13374297196.681023
2022-02-15 22:00:55.783,3102.568995307289,13333649455.572767
2022-02-15 23:02:26.822,3133.5205380984453,13789260637.019117
